url,entityID
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607412.html,Alex Bowman
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607422.html,Kenny Wallace
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607426.html,Brad Keselowski
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607430.html,Kelly Admiraal
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607441.html,Matt Crafton
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607443.html,Brad Neuenberger
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607446.html,Johnny O'Connell
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607449.html,Jamie McMurray
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607454.html,Eric McClure
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607455.html,Jimmie Johnson
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607456.html,Jason Bowles
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607459.html,Dakoda Armstrong
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607462.html,Josh Lepage
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607470.html,Erik Darnell
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607471.html,"Darrell Wallace, Jr"
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607472.html,Bryan Silas
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607474.html,Matt DiBenedetto
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607475.html,Cole Whitt
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607477.html,Kyle Kelley
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607478.html,Alex Kennedy
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607485.html,Michael McDowell
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607486.html,Johanna Long
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607495.html,Owen Kelly
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607496.html,Morgan Shepherd
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607502.html,Chris Buescher
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607504.html,Denny Hamlin
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607506.html,Brian Vickers
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607510.html,David Green
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607515.html,Kasey Kahne
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607520.html,Mason Swindell
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607521.html,Juan Carlos Blum
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607523.html,Mike Harmon
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607524.html,Alx Danielsson
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607526.html,Derek White
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607536.html,Chad Hackenbracht
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607540.html,AJ Allmendinger
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607543.html,Anthony Gandon
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607545.html,David Ragan
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607548.html,Marcos Ambrose
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607551.html,Mike Wallace
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607553.html,Derrike Cope
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607555.html,Andrew Ranger
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607558.html,Joey Logano
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607559.html,Jeff Green
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607562.html,Michael Annett
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607564.html,Max Papis
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607567.html,Kurt Busch
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607568.html,"Nelson Piquet, Jr"
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607570.html,Kevin Richards
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607574.html,Joey Coulter
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607578.html,Brendan Gaughan
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607580.html,Brad Sweet
/home/edimar/doutorado/doutorado04/bases/ORION/driver/nascar/607583.html,Danica Patrick
