url,entityID
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/586603.html,Juho Hanninen
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/586736.html,Mikko Hirvonen
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/586740.html,Elfyn Evans
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/586744.html,Dani Sordo
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/586747.html,Kris Meeke
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/586752.html,Bryan Bouffier
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/586755.html,Thierry Neuville
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/586758.html,Chris Atkinson
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/586762.html,Mads Ostberg
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/586765.html,Jari-Matti
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/586769.html,Andreas
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/586772.html,Martin Prokop
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/586774.html,Sebastien Ogier
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/586777.html,Robert Kubica
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617646.html,Sebastien
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617650.html,Christian
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617654.html,Alastair Fisher
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617656.html,Nicolas Gilsoul
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617659.html,Miikka Anttila
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617663.html,Maciek
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617669.html,Ilka Minor
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617673.html,Mikko Markkula
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617675.html,Alister McRae
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617679.html,Rashid Al-Ketbi
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617684.html,Giandomenico
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617690.html,Sepp Wiegand
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617696.html,Nicolas Fuchs
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617702.html,Oleksiyi
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617708.html,Yuriy Protasov
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617718.html,Keith Cronin
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617725.html,Quentin Gilbert
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617727.html,Francesco Parli
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617729.html,Simone
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617733.html,Frederico Della
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617738.html,Paul Nagle
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617741.html,Jarmo Lehtinen
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617744.html,Michal Ernst
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617748.html,Giovanni
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617753.html,Julien Ingrassia
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617757.html,Jonas Andersson
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617761.html,Scott Martin
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617764.html,Chris Patterson
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617770.html,Marc Marti
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617775.html,Ricardo Trivino
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617779.html,Maciej
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617785.html,Abdulaziz Al
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617790.html,Yazeed Al-Rajhi
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617793.html,Armin Kremer
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617796.html,Esapekka Lappi
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617800.html,Valeriy Gorban
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617803.html,Arman Smailov
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617808.html,Lorenzo Bertelli
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617811.html,Jari Ketomaa
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617815.html,Hayden Paddon
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617817.html,Eyvind
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617821.html,Robert
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617989.html,Sander
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617991.html,Andreas Amberg
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617994.html,Martin Koci
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/617998.html,Murat Bostanci
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618002.html,Niko-Pekka
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618005.html,Marius Aasen
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618010.html,Pontus Tidemand
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618014.html,Yeray Lemes
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618019.html,José
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618025.html,Michael Burri
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618570.html,Ari Vatanen
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618577.html,Juha Kankkunen
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618579.html,Carlos Sainz
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618583.html,Sebastien Loeb
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618586.html,Bjorn Waldegard
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618589.html,Didier Auriol
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618592.html,Timo Salonen
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618597.html,Colin McRae
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618601.html,Hannu Mikkola
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618606.html,Stig Blomqvist
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618611.html,Richard Burns
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618616.html,Walter Rohrl
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618620.html,Tommi Makinen
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618623.html,Marcus Gronholm
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618627.html,Massimo Biasion
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/618631.html,Petter Solberg
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/628482.html,Martin Prokop
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/628495.html,Sebastien Ogier
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/635661.html,Frank Christian
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/635667.html,Michael Orr
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/635673.html,Killian Duffy
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/635679.html,Kyrylo Nesvit
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/635690.html,Janne Ferm
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/635695.html,Fernando
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/635701.html,Bill Hayes
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/635706.html,Andrey Rusov
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/635849.html,Karina Happerle
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/635854.html,Alex Haro
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/635859.html,Andrzej
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/635863.html,Mitia Dotta
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/635868.html,Klaus Wicha
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/637594.html,Maciek Baran
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/637598.html,Ruben Garcia
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/637605.html,Stuart Loudon
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/637608.html,Emil Axelsson
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/637613.html,John Kennard
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/637619.html,Lorenzo Granai
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/638053.html,Rogelio Penate
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/638057.html,Mikael Korhonen
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/638063.html,Marlene Engan
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/638067.html,Candido Carrera
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/638072.html,Petr Stary
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/638076.html,Onur Vatansever
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/638080.html,Mikko Lukka
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/638085.html,Ola Floene
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/638090.html,Ken Jarveoja
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/638094.html,Gabin Moreau
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/787949.html,Isabelle
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/787950.html,Thibault De la
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/787952.html,Clark Marshall
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/787953.html,Matteo
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/787954.html,Marco Menchini
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/787955.html,Lara Vanneste
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/788098.html,Xavier Panseri
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/788100.html,Tania Canton
/home/edimar/doutorado/doutorado04/bases/ORION/driver/wrc/788103.html,Gordon Noble
