url,entityID
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587515.html,Leandro Totti
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587551.html,Diogo Pachenki
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587553.html,Debora Rodrigues
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587554.html,Régis Boessio
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587556.html,Felipe Giaffone
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587558.html,Luiz Lopes
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587560.html,Alberto Cattucci
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587562.html,Roberval Andrade
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587563.html,Geraldo Piquet
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587565.html,João Maistro
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587567.html,Leandro Reis
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587568.html,Beto Monteiro
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587570.html,Edu Piano
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587572.html,José Maria Reis
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587574.html,Paulo Salustiano
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587577.html,Wellington Cirino
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587579.html,André Marques
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587580.html,Ronaldo Kastropil
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587584.html,Valmir Benavides
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587586.html,Raijan Mascarello
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587588.html,Alex Caffi
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587589.html,Adalberto Jardim
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587592.html,Jansen Bueno
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587593.html,Djalma Fogaça
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587595.html,Rogério Castro
/home/edimar/doutorado/doutorado04/bases/ORION/driver/f_truck/587596.html,Pedro Muffato
